Word,Category,Starting_Letter,Length,Is_Compound,Component_Count
پوچ‌مغز,Noun/Adjective/Misc,پ,7,1,2
پوچ‌گرا,Noun/Adjective/Misc,پ,7,1,2
پوچ‌گرایانه,Noun/Adjective/Misc,پ,11,1,2
پوچ‌گرایی,Noun/Adjective/Misc,پ,9,1,2
پچ‌پچ,Noun/Adjective/Misc,پ,5,1,2
پژوهش‌نامه,Noun/Adjective/Misc,پ,10,1,2
پژوهش‌گر,Noun/Adjective/Misc,پ,8,1,2
پژوهش‌یار,Noun/Adjective/Misc,پ,9,1,2
پیاده‌رو,Noun/Adjective/Misc,پ,8,1,2
پیاده‌روسازی,Noun/Adjective/Misc,پ,12,1,2
پیاده‌روی,Noun/Adjective/Misc,پ,9,1,2
پیاده‌سازی,Noun/Adjective/Misc,پ,10,1,2
پیاده‌نظام,Noun/Adjective/Misc,پ,10,1,2
پیاله‌دار,Noun/Adjective/Misc,پ,9,1,2
پیاله‌فروش,Noun/Adjective/Misc,پ,10,1,2
پیاله‌فروشی,Noun/Adjective/Misc,پ,11,1,2
پیام‌آور,Noun/Adjective/Misc,پ,8,1,2
پیام‌آورنده,Noun/Adjective/Misc,پ,11,1,2
پیام‌دار,Noun/Adjective/Misc,پ,8,1,2
پیام‌دهنده,Noun/Adjective/Misc,پ,10,1,2
پیام‌رسان,Noun/Adjective/Misc,پ,9,1,2
پیام‌رسانی,Noun/Adjective/Misc,پ,10,1,2
پیام‌گیر,Noun/Adjective/Misc,پ,8,1,2
پیراهن‌دوز,Noun/Adjective/Misc,پ,10,1,2
پیراهن‌دوزی,Noun/Adjective/Misc,پ,11,1,2
پیروزی‌آفرین,Noun/Adjective/Misc,پ,12,1,2
پیروزی‌بخش,Noun/Adjective/Misc,پ,10,1,2
پیروزی‌رسان,Noun/Adjective/Misc,پ,11,1,2
پیروی‌کننده,Noun/Adjective/Misc,پ,11,1,2
پیشاب‌راه,Noun/Adjective/Misc,پ,9,1,2
پیشانی‌بند,Noun/Adjective/Misc,پ,10,1,2
پیشه‌ور,Noun/Adjective/Misc,پ,7,1,2
پیشه‌وری,Noun/Adjective/Misc,پ,8,1,2
پیشگویی‌کننده,Noun/Adjective/Misc,پ,13,1,2
پیشگیری‌کننده,Noun/Adjective/Misc,پ,13,1,2
پیشینه‌دار,Noun/Adjective/Misc,پ,10,1,2
پیش‌آمده,Noun/Adjective/Misc,پ,8,1,2
پیش‌آهنگ,Noun/Adjective/Misc,پ,8,1,2
پیش‌بند,Noun/Adjective/Misc,پ,7,1,2
پیش‌بینی,Noun/Adjective/Misc,پ,8,1,2
پیش‌بینی‌شده,Noun/Adjective/Misc,پ,12,1,3
پیش‌بینی‌ناپذیر,Noun/Adjective/Misc,پ,15,1,3
پیش‌بینی‌نشده,Noun/Adjective/Misc,پ,13,1,3
پیش‌تاخته,Noun/Adjective/Misc,پ,9,1,2
پیش‌تولید,Noun/Adjective/Misc,پ,9,1,2
پیش‌خدمت,Noun/Adjective/Misc,پ,8,1,2
پیش‌خرید,Noun/Adjective/Misc,پ,8,1,2
پیش‌دانشگاهی,Noun/Adjective/Misc,پ,12,1,2
پیش‌داوری,Noun/Adjective/Misc,پ,9,1,2
پیش‌دبستان,Noun/Adjective/Misc,پ,10,1,2
پیش‌دبستانی,Noun/Adjective/Misc,پ,11,1,2
پیش‌درآمد,Noun/Adjective/Misc,پ,9,1,2
پیش‌دستی,Noun/Adjective/Misc,پ,8,1,2
پیش‌رونده,Noun/Adjective/Misc,پ,9,1,2
پیش‌زمینه,Noun/Adjective/Misc,پ,9,1,2
پیش‌ساخته,Noun/Adjective/Misc,پ,9,1,2
پیش‌شرط,Noun/Adjective/Misc,پ,7,1,2
پیش‌شماره,Noun/Adjective/Misc,پ,9,1,2
پیش‌فرض,Noun/Adjective/Misc,پ,7,1,2
پیش‌فروش,Noun/Adjective/Misc,پ,8,1,2
پیش‌قدم,Noun/Adjective/Misc,پ,7,1,2
پیش‌قرارداد,Noun/Adjective/Misc,پ,11,1,2
پیش‌قراول,Noun/Adjective/Misc,پ,9,1,2
پیش‌قسط,Noun/Adjective/Misc,پ,7,1,2
پیش‌لرزه,Noun/Adjective/Misc,پ,8,1,2
پیش‌مرگ,Noun/Adjective/Misc,پ,7,1,2
پیش‌نماز,Noun/Adjective/Misc,پ,8,1,2
پیش‌نمایش,Noun/Adjective/Misc,پ,9,1,2
پیش‌نویس,Noun/Adjective/Misc,پ,8,1,2
پیش‌نیاز,Noun/Adjective/Misc,پ,8,1,2
پیش‌پاافتاده,Noun/Adjective/Misc,پ,12,1,2
پیش‌پرداخت,Noun/Adjective/Misc,پ,10,1,2
پیش‌پردازش,Noun/Adjective/Misc,پ,10,1,2
پیش‌پرده,Noun/Adjective/Misc,پ,8,1,2
پیش‌چسب,Noun/Adjective/Misc,پ,7,1,2
پیش‌کسوت,Noun/Adjective/Misc,پ,8,1,2
پیش‌گام,Noun/Adjective/Misc,پ,7,1,2
پیش‌گرفته,Noun/Adjective/Misc,پ,9,1,2
پیش‌گو,Noun/Adjective/Misc,پ,6,1,2
پیش‌گویانه,Noun/Adjective/Misc,پ,10,1,2
پیش‌گویی,Noun/Adjective/Misc,پ,8,1,2
پیش‌گیرنده,Noun/Adjective/Misc,پ,10,1,2
پیش‌گیری,Noun/Adjective/Misc,پ,8,1,2
پیغام‌ده,Noun/Adjective/Misc,پ,8,1,2
پیغام‌رسان,Noun/Adjective/Misc,پ,10,1,2
پیغام‌گذار,Noun/Adjective/Misc,پ,10,1,2
پیغام‌گیر,Noun/Adjective/Misc,پ,9,1,2
پیله‌ور,Noun/Adjective/Misc,پ,7,1,2
پیمان‌شکن,Noun/Adjective/Misc,پ,9,1,2
پیمان‌شکنی,Noun/Adjective/Misc,پ,10,1,2
پیمان‌نامه,Noun/Adjective/Misc,پ,10,1,2
پیمان‌کار,Noun/Adjective/Misc,پ,9,1,2
پینه‌بسته,Noun/Adjective/Misc,پ,9,1,2
پینه‌دار,Noun/Adjective/Misc,پ,8,1,2
پینه‌دوز,Noun/Adjective/Misc,پ,8,1,2
پینه‌دوزی,Noun/Adjective/Misc,پ,9,1,2
پینگ‌پنگ,Noun/Adjective/Misc,پ,8,1,2
پینگ‌پونگ,Noun/Adjective/Misc,پ,9,1,2
پیه‌دار,Noun/Adjective/Misc,پ,7,1,2
پیه‌سوز,Noun/Adjective/Misc,پ,7,1,2
پیوسته‌ای,Noun/Adjective/Misc,پ,9,1,2
پیوسته‌نویسی,Noun/Adjective/Misc,پ,12,1,2
پیونگ‌یانگ,Noun/Adjective/Misc,پ,10,1,2
پیچ‌اندرپیچ,Noun/Adjective/Misc,پ,11,1,2
پیچ‌خوردگی,Noun/Adjective/Misc,پ,10,1,2
پیچ‌وخم,Noun/Adjective/Misc,پ,7,1,2
پیچ‌گوشتی,Noun/Adjective/Misc,پ,9,1,2
پیکان‌دار,Noun/Adjective/Misc,پ,9,1,2
پیکره‌بندی,Noun/Adjective/Misc,پ,10,1,2
پیکره‌تراشی,Noun/Adjective/Misc,پ,11,1,2
پیکره‌ساز,Noun/Adjective/Misc,پ,9,1,2
پیک‌نیک,Noun/Adjective/Misc,پ,7,1,2
پیک‌نیکی,Noun/Adjective/Misc,پ,8,1,2
پیگیری‌کننده,Noun/Adjective/Misc,پ,12,1,2
پی‌برداری,Noun/Adjective/Misc,پ,9,1,2
پی‌بست,Noun/Adjective/Misc,پ,6,1,2
پی‌جو,Noun/Adjective/Misc,پ,5,1,2
پی‌درپی,Noun/Adjective/Misc,پ,7,1,2
پی‌دی‌اف,Noun/Adjective/Misc,پ,8,1,3
پی‌ریزی,Noun/Adjective/Misc,پ,7,1,2
پی‌سازی,Noun/Adjective/Misc,پ,7,1,2
پی‌نوشت,Noun/Adjective/Misc,پ,7,1,2
پی‌نویس,Noun/Adjective/Misc,پ,7,1,2
پی‌وی‌سی,Noun/Adjective/Misc,پ,8,1,3
پارتیشن‌بندی,Noun/Adjective/Misc,پ,12,1,2
پارس‌شوینده,Noun/Adjective/Misc,پ,11,1,2
پارچه‌نوشته,Noun/Adjective/Misc,پ,11,1,2
پاسخ‌دهندگان,Noun/Adjective/Misc,پ,12,1,2
پان‌ترک,Noun/Adjective/Misc,پ,7,1,2
پان‌ترکیسم,Noun/Adjective/Misc,پ,10,1,2
پایه‌گذاری,Noun/Adjective/Misc,پ,10,1,2
پذیرایی‌کننده,Noun/Adjective/Misc,پ,13,1,2
پراکنده‌گویی,Noun/Adjective/Misc,پ,12,1,2
پرده‌دری,Noun/Adjective/Misc,پ,8,1,2
پرده‌دوزی,Noun/Adjective/Misc,پ,9,1,2
پرده‌پوشی,Noun/Adjective/Misc,پ,9,1,2
پریشان‌حالی,Noun/Adjective/Misc,پ,11,1,2
پزشکی‌سازی,Noun/Adjective/Misc,پ,10,1,2
پست‌اندیشگی,Noun/Adjective/Misc,پ,11,1,2
پشت‌نویس,Noun/Adjective/Misc,پ,8,1,2
پلاتی‌پوس,Noun/Adjective/Misc,پ,9,1,2
پلت‌فرم,Noun/Adjective/Misc,پ,7,1,2
پلیموت‌راک,Noun/Adjective/Misc,پ,10,1,2
پنبه‌چینی,Noun/Adjective/Misc,پ,9,1,2
پوزه‌عقابی,Noun/Adjective/Misc,پ,10,1,2
پول‌شویی,Noun/Adjective/Misc,پ,8,1,2
پیراسته‌جان,Noun/Adjective/Misc,پ,11,1,2
پیس‌میکر,Noun/Adjective/Misc,پ,8,1,2
پیش‌آغاز,Noun/Adjective/Misc,پ,8,1,2
پیش‌آمد,Noun/Adjective/Misc,پ,7,1,2
پیش‌آگاهی,Noun/Adjective/Misc,پ,9,1,2
پیش‌گفتار,Noun/Adjective/Misc,پ,9,1,2
پیکو‌گرم,Noun/Adjective/Misc,پ,8,1,2
پی‌آمد,Noun/Adjective/Misc,پ,6,1,2
پی‌گیری,Noun/Adjective/Misc,پ,7,1,2
پاره‌ای,Noun/Adjective/Misc,پ,7,1,2
پاره‌پوره,Noun/Adjective/Misc,پ,9,1,2
پاره‌دوز,Noun/Adjective/Misc,پ,8,1,2
پاک‌جامه,Noun/Adjective/Misc,پ,8,1,2
پاک‌منشی,Noun/Adjective/Misc,پ,8,1,2
پاک‌نژاد,Noun/Adjective/Misc,پ,8,1,2
پاک‌نژادی,Noun/Adjective/Misc,پ,9,1,2
پراکنده‌خاطر,Noun/Adjective/Misc,پ,12,1,2
پرت‌شدن,Noun/Adjective/Misc,پ,7,1,2
پرچین‌وشکن,Noun/Adjective/Misc,پ,10,1,2
پرسه‌نشین,Noun/Adjective/Misc,پ,9,1,2
پرسه‌نشینی,Noun/Adjective/Misc,پ,10,1,2
پریشان‌گو,Noun/Adjective/Misc,پ,9,1,2
پریشان‌گویی,Noun/Adjective/Misc,پ,11,1,2
پس‌افت,Noun/Adjective/Misc,پ,6,1,2
پس‌افکند,Noun/Adjective/Misc,پ,8,1,2
پس‌درنشین,Noun/Adjective/Misc,پ,9,1,2
پست‌فطرتی,Noun/Adjective/Misc,پ,9,1,2
پشت‌پایی,Noun/Adjective/Misc,پ,8,1,2
پشت‌وپناه,Noun/Adjective/Misc,پ,9,1,2
پشت‌هم‌انداز,Noun/Adjective/Misc,پ,12,1,3
پگاه‌خیز,Noun/Adjective/Misc,پ,8,1,2
پناه‌جویی,Noun/Adjective/Misc,پ,9,1,2
پنهان‌سازی,Noun/Adjective/Misc,پ,10,1,2
پوست‌پیرا,Noun/Adjective/Misc,پ,9,1,2
پوشیده‌رو,Noun/Adjective/Misc,پ,9,1,2
پیاله‌پیما,Noun/Adjective/Misc,پ,10,1,2
پیام‌آوری,Noun/Adjective/Misc,پ,9,1,2
پیام‌گزار,Noun/Adjective/Misc,پ,9,1,2
پی‌جویی,Noun/Adjective/Misc,پ,7,1,2
پیچ‌دار,Noun/Adjective/Misc,پ,7,1,2
پیچ‌درپیچ,Noun/Adjective/Misc,پ,9,1,2
پیروزه‌گون,Noun/Adjective/Misc,پ,10,1,2
پی‌سپار,Noun/Adjective/Misc,پ,7,1,2
پیشاب‌زا,Noun/Adjective/Misc,پ,8,1,2
پیشانی‌بلند,Noun/Adjective/Misc,پ,11,1,2
پیش‌بین,Noun/Adjective/Misc,پ,7,1,2
پی‌شناس,Noun/Adjective/Misc,پ,7,1,2
پیغام‌آور,Noun/Adjective/Misc,پ,9,1,2
پیک‌بهداشت,Noun/Adjective/Misc,پ,10,1,2
پیمانه‌کش,Noun/Adjective/Misc,پ,9,1,2
تأسف‌آور,Noun/Adjective/Misc,ت,8,1,2
تأسف‌انگیز,Noun/Adjective/Misc,ت,10,1,2
تأسف‌بار,Noun/Adjective/Misc,ت,8,1,2
تأسف‌برانگیز,Noun/Adjective/Misc,ت,12,1,2
تأسیس‌شده,Noun/Adjective/Misc,ت,9,1,2
تألم‌برانگیز,Noun/Adjective/Misc,ت,12,1,2
تأمل‌برانگیز,Noun/Adjective/Misc,ت,12,1,2
تأمین‌شده,Noun/Adjective/Misc,ت,9,1,2
تأمین‌کننده,Noun/Adjective/Misc,ت,11,1,2
تأویل‌پذیر,Noun/Adjective/Misc,ت,10,1,2
تابه‌تا,Noun/Adjective/Misc,ت,7,1,2
تابه‌حال,Noun/Adjective/Misc,ت,8,1,2
تابوت‌ساز,Noun/Adjective/Misc,ت,9,1,2
تابوت‌کش,Noun/Adjective/Misc,ت,8,1,2
تابیده‌شده,Noun/Adjective/Misc,ت,10,1,2
تاب‌بازی,Noun/Adjective/Misc,ت,8,1,2
تاب‌خورده,Noun/Adjective/Misc,ت,9,1,2
تاب‌داده,Noun/Adjective/Misc,ت,8,1,2
تاب‌دار,Noun/Adjective/Misc,ت,7,1,2
تاج‌الدین,Noun/Adjective/Misc,ت,9,1,2
تاج‌الملوک,Noun/Adjective/Misc,ت,10,1,2
تاج‌بخش,Noun/Adjective/Misc,ت,7,1,2
تاج‌دار,Noun/Adjective/Misc,ت,7,1,2
تاج‌زاده,Noun/Adjective/Misc,ت,8,1,2
تاج‌محل,Noun/Adjective/Misc,ت,7,1,2
تاج‌گذاری,Noun/Adjective/Misc,ت,9,1,2
تاخت‌وتاز,Noun/Adjective/Misc,ت,9,1,2
تادندان‌مسلح,Noun/Adjective/Misc,ت,12,1,2
تاریخ‌دار,Noun/Adjective/Misc,ت,9,1,2
تاریخ‌دان,Noun/Adjective/Misc,ت,9,1,2
تاریخ‌ساز,Noun/Adjective/Misc,ت,9,1,2
تاریخ‌سازی,Noun/Adjective/Misc,ت,10,1,2
تاریخ‌شناس,Noun/Adjective/Misc,ت,10,1,2
تاریخ‌شناسی,Noun/Adjective/Misc,ت,11,1,2
تاریخ‌مصرف,Noun/Adjective/Misc,ت,10,1,2
تاریخ‌مند,Noun/Adjective/Misc,ت,9,1,2
تاریخ‌نویس,Noun/Adjective/Misc,ت,10,1,2
تاریخ‌نویسی,Noun/Adjective/Misc,ت,11,1,2
تاریخ‌نگار,Noun/Adjective/Misc,ت,10,1,2
تاریخ‌نگاری,Noun/Adjective/Misc,ت,11,1,2
تاریخ‌پژوه,Noun/Adjective/Misc,ت,10,1,2
تاریک‌اندیش,Noun/Adjective/Misc,ت,11,1,2
تاریک‌خانه,Noun/Adjective/Misc,ت,10,1,2
تاریک‌دل,Noun/Adjective/Misc,ت,8,1,2
تازه‌ساخت,Noun/Adjective/Misc,ت,9,1,2
تازه‌نفس,Noun/Adjective/Misc,ت,8,1,2
تازه‌وارد,Noun/Adjective/Misc,ت,9,1,2
تازه‌کار,Noun/Adjective/Misc,ت,8,1,2
تازی‌زبان,Noun/Adjective/Misc,ت,9,1,2
تام‌الاختیار,Noun/Adjective/Misc,ت,12,1,2
تاول‌زده,Noun/Adjective/Misc,ت,8,1,2
تاژک‌دار,Noun/Adjective/Misc,ت,8,1,2
تاکسی‌رانی,Noun/Adjective/Misc,ت,10,1,2
تایپ‌شده,Noun/Adjective/Misc,ت,8,1,2
تبادل‌نظر,Noun/Adjective/Misc,ت,9,1,2
تبارک‌الله,Noun/Adjective/Misc,ت,10,1,2
تباه‌شده,Noun/Adjective/Misc,ت,8,1,2
تباه‌شدگی,Noun/Adjective/Misc,ت,9,1,2
تباه‌کننده,Noun/Adjective/Misc,ت,10,1,2
تبدیل‌شده,Noun/Adjective/Misc,ت,9,1,2
تبدیل‌پذیر,Noun/Adjective/Misc,ت,10,1,2
تبدیل‌کننده,Noun/Adjective/Misc,ت,11,1,2
تبسم‌کنان,Noun/Adjective/Misc,ت,9,1,2
تبعیض‌آمیز,Noun/Adjective/Misc,ت,10,1,2
تبعیض‌گرا,Noun/Adjective/Misc,ت,9,1,2
تبعیض‌گونه,Noun/Adjective/Misc,ت,10,1,2
تبلیغ‌شده,Noun/Adjective/Misc,ت,9,1,2
تبلیغ‌کننده,Noun/Adjective/Misc,ت,11,1,2
تبه‌کار,Noun/Adjective/Misc,ت,7,1,2
تبه‌کاری,Noun/Adjective/Misc,ت,8,1,2
تبیین‌پذیری,Noun/Adjective/Misc,ت,11,1,2
تبیین‌کننده,Noun/Adjective/Misc,ت,11,1,2
تبیین‌گر,Noun/Adjective/Misc,ت,8,1,2
تب‌بر,Noun/Adjective/Misc,ت,5,1,2
تب‌خال,Noun/Adjective/Misc,ت,6,1,2
تب‌دار,Noun/Adjective/Misc,ت,6,1,2
تب‌لرز,Noun/Adjective/Misc,ت,6,1,2
تب‌وتاب,Noun/Adjective/Misc,ت,7,1,2
تثبیت‌شده,Noun/Adjective/Misc,ت,9,1,2
تثبیت‌ناپذیر,Noun/Adjective/Misc,ت,12,1,2
تثبیت‌کننده,Noun/Adjective/Misc,ت,11,1,2
تثبیت‌گرایی,Noun/Adjective/Misc,ت,11,1,2
تجارت‌خانه,Noun/Adjective/Misc,ت,10,1,2
تجاری‌سازی,Noun/Adjective/Misc,ت,10,1,2
تجربه‌آموزی,Noun/Adjective/Misc,ت,11,1,2
تجربه‌اندوزی,Noun/Adjective/Misc,ت,12,1,2
تجربه‌باور,Noun/Adjective/Misc,ت,10,1,2
تجربه‌شده,Noun/Adjective/Misc,ت,9,1,2
تجربه‌گرا,Noun/Adjective/Misc,ت,9,1,2
تجربه‌گرایی,Noun/Adjective/Misc,ت,11,1,2
تجزیه‌شده,Noun/Adjective/Misc,ت,9,1,2
تجزیه‌طلب,Noun/Adjective/Misc,ت,9,1,2
تجزیه‌طلبانه,Noun/Adjective/Misc,ت,12,1,2
تجزیه‌طلبی,Noun/Adjective/Misc,ت,10,1,2
تجزیه‌ناپذیر,Noun/Adjective/Misc,ت,12,1,2
تجزیه‌پذیر,Noun/Adjective/Misc,ت,10,1,2
تجزیه‌کننده,Noun/Adjective/Misc,ت,11,1,2
تجزیه‌گر,Noun/Adjective/Misc,ت,8,1,2
تجسم‌بخشی,Noun/Adjective/Misc,ت,9,1,2
تجسم‌یافته,Noun/Adjective/Misc,ت,10,1,2
تجلی‌بخش,Noun/Adjective/Misc,ت,8,1,2
تجلی‌گاه,Noun/Adjective/Misc,ت,8,1,2
تجلی‌گر,Noun/Adjective/Misc,ت,7,1,2
تجلی‌یافته,Noun/Adjective/Misc,ت,10,1,2
تجمع‌کننده,Noun/Adjective/Misc,ت,10,1,2
تجمل‌طلبی,Noun/Adjective/Misc,ت,9,1,2
تجمل‌پرست,Noun/Adjective/Misc,ت,9,1,2
تجمل‌پرستی,Noun/Adjective/Misc,ت,10,1,2
تجمل‌گرا,Noun/Adjective/Misc,ت,8,1,2
تجمل‌گرایی,Noun/Adjective/Misc,ت,10,1,2
تحت‌الارضی,Noun/Adjective/Misc,ت,10,1,2
تحت‌الحفظ,Noun/Adjective/Misc,ت,9,1,2
تحت‌الحمایه,Noun/Adjective/Misc,ت,11,1,2
تحت‌الشعاع,Noun/Adjective/Misc,ت,10,1,2
تحت‌اللفظ,Noun/Adjective/Misc,ت,9,1,2
تحت‌اللفظی,Noun/Adjective/Misc,ت,10,1,2
تحرک‌بخش,Noun/Adjective/Misc,ت,8,1,2
تحریف‌شده,Noun/Adjective/Misc,ت,9,1,2
تحریف‌نشده,Noun/Adjective/Misc,ت,10,1,2
تحریف‌کننده,Noun/Adjective/Misc,ت,11,1,2
تحریک‌آمیز,Noun/Adjective/Misc,ت,10,1,2
تحریک‌شده,Noun/Adjective/Misc,ت,9,1,2
تحریک‌پذیر,Noun/Adjective/Misc,ت,10,1,2
تحریک‌پذیری,Noun/Adjective/Misc,ت,11,1,2
تحریک‌کننده,Noun/Adjective/Misc,ت,11,1,2
تحسین‌آمیز,Noun/Adjective/Misc,ت,10,1,2
تحسین‌انگیز,Noun/Adjective/Misc,ت,11,1,2
تحسین‌برانگیز,Noun/Adjective/Misc,ت,13,1,2
تحسین‌شده,Noun/Adjective/Misc,ت,9,1,2
تحسین‌کننده,Noun/Adjective/Misc,ت,11,1,2
تحصن‌کننده,Noun/Adjective/Misc,ت,10,1,2
تحصیل‌دار,Noun/Adjective/Misc,ت,9,1,2
تحصیل‌نکرده,Noun/Adjective/Misc,ت,11,1,2
تحصیل‌کرده,Noun/Adjective/Misc,ت,10,1,2
تحقق‌بخش,Noun/Adjective/Misc,ت,8,1,2
تحقق‌نیافتنی,Noun/Adjective/Misc,ت,12,1,2
تحقق‌نیافته,Noun/Adjective/Misc,ت,11,1,2
تحقق‌پذیر,Noun/Adjective/Misc,ت,9,1,2
تحقق‌گرا,Noun/Adjective/Misc,ت,8,1,2
تحقق‌یافتنی,Noun/Adjective/Misc,ت,11,1,2
تحقق‌یافته,Noun/Adjective/Misc,ت,10,1,2
تحقیق‌شده,Noun/Adjective/Misc,ت,9,1,2
تحقیق‌کننده,Noun/Adjective/Misc,ت,11,1,2
تحلیل‌شده,Noun/Adjective/Misc,ت,9,1,2
تحلیل‌نمایی,Noun/Adjective/Misc,ت,11,1,2
تحلیل‌پذیر,Noun/Adjective/Misc,ت,10,1,2
تحلیل‌کننده,Noun/Adjective/Misc,ت,11,1,2
تحلیل‌گر,Noun/Adjective/Misc,ت,8,1,2
تحلیل‌گرا,Noun/Adjective/Misc,ت,9,1,2
تحمل‌ناپذیر,Noun/Adjective/Misc,ت,11,1,2
تحمل‌پذیری,Noun/Adjective/Misc,ت,10,1,2
تحمل‌کردنی,Noun/Adjective/Misc,ت,10,1,2
تحمل‌کننده,Noun/Adjective/Misc,ت,10,1,2
تحمیل‌شدنی,Noun/Adjective/Misc,ت,10,1,2
تحمیل‌شده,Noun/Adjective/Misc,ت,9,1,2
تحمیل‌کننده,Noun/Adjective/Misc,ت,11,1,2
تحول‌آفرین,Noun/Adjective/Misc,ت,10,1,2
تحول‌پذیر,Noun/Adjective/Misc,ت,9,1,2
تحول‌گرا,Noun/Adjective/Misc,ت,8,1,2
تحول‌یافته,Noun/Adjective/Misc,ت,10,1,2
تحویل‌دار,Noun/Adjective/Misc,ت,9,1,2
تحویل‌دهنده,Noun/Adjective/Misc,ت,11,1,2
تحویل‌شده,Noun/Adjective/Misc,ت,9,1,2
تحویل‌گیرنده,Noun/Adjective/Misc,ت,12,1,2
تحکم‌آمیز,Noun/Adjective/Misc,ت,9,1,2
تحکیم‌بخش,Noun/Adjective/Misc,ت,9,1,2
تخته‌بازی,Noun/Adjective/Misc,ت,9,1,2
تخته‌سنگ,Noun/Adjective/Misc,ت,8,1,2
تخته‌سیاه,Noun/Adjective/Misc,ت,9,1,2
تخته‌نرد,Noun/Adjective/Misc,ت,8,1,2
تخته‌پاره,Noun/Adjective/Misc,ت,9,1,2
تخته‌پاک‌کن,Noun/Adjective/Misc,ت,11,1,3
تخته‌گاز,Noun/Adjective/Misc,ت,8,1,2
تخت‌نشین,Noun/Adjective/Misc,ت,8,1,2
تخریب‌شده,Noun/Adjective/Misc,ت,9,1,2
تخریب‌کننده,Noun/Adjective/Misc,ت,11,1,2
تخریب‌گر,Noun/Adjective/Misc,ت,8,1,2
تخصصی‌شده,Noun/Adjective/Misc,ت,9,1,2
تخصص‌یافته,Noun/Adjective/Misc,ت,10,1,2
تخصیص‌یافته,Noun/Adjective/Misc,ت,11,1,2
تخصیص‌یافتگی,Noun/Adjective/Misc,ت,12,1,2
تخلف‌زا,Noun/Adjective/Misc,ت,7,1,2
تخلف‌ناپذیر,Noun/Adjective/Misc,ت,11,1,2
تخلیه‌شده,Noun/Adjective/Misc,ت,9,1,2
تخمه‌فروش,Noun/Adjective/Misc,ت,9,1,2
تخمک‌شمار,Noun/Adjective/Misc,ت,9,1,2
تخمک‌گذاری,Noun/Adjective/Misc,ت,10,1,2
تخم‌افشانی,Noun/Adjective/Misc,ت,10,1,2
تخم‌دان,Noun/Adjective/Misc,ت,7,1,2
تخم‌ریزی,Noun/Adjective/Misc,ت,8,1,2
تخم‌زا,Noun/Adjective/Misc,ت,6,1,2
تخم‌مرغ,Noun/Adjective/Misc,ت,7,1,2
تخم‌مرغی,Noun/Adjective/Misc,ت,8,1,2
تخم‌وترکه,Noun/Adjective/Misc,ت,9,1,2
تخم‌پاشی,Noun/Adjective/Misc,ت,8,1,2
تخم‌گذار,Noun/Adjective/Misc,ت,8,1,2
تخم‌گذاری,Noun/Adjective/Misc,ت,9,1,2
تداعی‌کننده,Noun/Adjective/Misc,ت,11,1,2
تداعی‌گر,Noun/Adjective/Misc,ت,8,1,2
تداوم‌دهنده,Noun/Adjective/Misc,ت,11,1,2
تداوم‌یافته,Noun/Adjective/Misc,ت,11,1,2
تدوین‌شده,Noun/Adjective/Misc,ت,9,1,2
تدوین‌نشده,Noun/Adjective/Misc,ت,10,1,2
تدوین‌کننده,Noun/Adjective/Misc,ت,11,1,2
تدوین‌یافته,Noun/Adjective/Misc,ت,11,1,2
تذهیب‌کار,Noun/Adjective/Misc,ت,9,1,2
تذهیب‌کاری,Noun/Adjective/Misc,ت,10,1,2
تذهیب‌گر,Noun/Adjective/Misc,ت,8,1,2
تذکره‌نویس,Noun/Adjective/Misc,ت,10,1,2
تذکره‌نویسی,Noun/Adjective/Misc,ت,11,1,2
تراس‌بندی,Noun/Adjective/Misc,ت,9,1,2
تراشه‌برداری,Noun/Adjective/Misc,ت,12,1,2
تراش‌خورده,Noun/Adjective/Misc,ت,10,1,2
تراش‌دار,Noun/Adjective/Misc,ت,8,1,2
تراش‌کار,Noun/Adjective/Misc,ت,8,1,2
تراش‌کاری,Noun/Adjective/Misc,ت,9,1,2
ترانه‌ساز,Noun/Adjective/Misc,ت,9,1,2
ترانه‌سرا,Noun/Adjective/Misc,ت,9,1,2
ترانه‌شناس,Noun/Adjective/Misc,ت,10,1,2
ترانه‌وار,Noun/Adjective/Misc,ت,9,1,2
ترانه‌گو,Noun/Adjective/Misc,ت,8,1,2
تراژدی‌پرداز,Noun/Adjective/Misc,ت,12,1,2
تربت‌جام,Noun/Adjective/Misc,ت,8,1,2
تربت‌حیدریه,Noun/Adjective/Misc,ت,11,1,2
تربیت‌شده,Noun/Adjective/Misc,ت,9,1,2
تربیت‌نشده,Noun/Adjective/Misc,ت,10,1,2
تربیت‌پذیر,Noun/Adjective/Misc,ت,10,1,2
تربیت‌کننده,Noun/Adjective/Misc,ت,11,1,2
تربیت‌یافته,Noun/Adjective/Misc,ت,11,1,2
ترتیب‌دهنده,Noun/Adjective/Misc,ت,11,1,2
ترجمه‌شده,Noun/Adjective/Misc,ت,9,1,2
ترجیع‌بند,Noun/Adjective/Misc,ت,9,1,2
ترحم‌آمیز,Noun/Adjective/Misc,ت,9,1,2
ترسیم‌شده,Noun/Adjective/Misc,ت,9,1,2
ترسیم‌کننده,Noun/Adjective/Misc,ت,11,1,2
ترسیم‌گر,Noun/Adjective/Misc,ت,8,1,2
ترس‌آلود,Noun/Adjective/Misc,ت,8,1,2
ترس‌آور,Noun/Adjective/Misc,ت,7,1,2
ترس‌برانگیز,Noun/Adjective/Misc,ت,11,1,2
ترشح‌شده,Noun/Adjective/Misc,ت,8,1,2
